ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
admin,Baby Boomers (55-75),Female,Other,Mid-level,Early career,starter,None,High school or below,Basic,Advanced,Kinesthetic,Basic,Independent,Both,Urban,Advanced,Neutral,Medium,Accessibility,Ambivert,Personal interest,100.0,5,7,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Early career,starter,Other,Bachelor's degree,Fluent,None,Kinesthetic,Intermediate,Competitive,Cooperative,Suburban,Intermediate,Neutral,High,Time,Introverted,Requirement,67.59,0,0,positive
learner,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Early career,Builder,Other,Some college,Proficient,Basic,Auditory,Advanced,Supportive,Competitive,Rural,Intermediate,Negative,Low,Resources,Extroverted,Personal interest,29.62,0,0,positive
admin,Generation Z (18-24),Female,African American,Executive,Retirement,Builder,Physical,Doctoral degree,Basic,Basic,Kinesthetic,Basic,Collaborative,Both,Rural,Advanced,Neutral,Low,Time,Extroverted,Personal interest,63.93,0,0,negative
learner,Generation X (40-55),Other,Hispanic/Latino,Senior-level,Late career,Accelerator,Other,Master's degree,Fluent,None,Kinesthetic,Intermediate,Independent,Cooperative,Suburban,None,Negative,Low,Interest,Ambivert,Personal interest,24.09,0,0,negative
learner,Generation X (40-55),Female,African American,Mid-level,Retirement,starter,Mental,Doctoral degree,Proficient,Intermediate,Auditory,Advanced,Competitive,Both,Suburban,Basic,Positive,Medium,Resources,Introverted,Personal interest,16.18,0,0,negative
admin,Millennials (25-40),Male,Caucasian,Mid-level,Early career,starter,Other,Some college,None,Basic,Auditory,Advanced,Supportive,Cooperative,Suburban,None,Neutral,High,Time,Ambivert,Skill development,100.0,1,6,positive
admin,Generation X (40-55),Female,Caucasian,Executive,Early career,starter,None,Master's degree,Proficient,None,Kinesthetic,Intermediate,Collaborative,Competitive,Suburban,None,Neutral,High,Resources,Ambivert,Career advancement,92.62,0,0,negative
admin,Baby Boomers (55-75),Other,Hispanic/Latino,Senior-level,Retirement,Expert,Mental,High school or below,None,None,Visual,None,Collaborative,Cooperative,Rural,Advanced,Negative,High,Resources,Introverted,Skill development,100.0,5,4,negative
admin,Millennials (25-40),Female,Hispanic/Latino,Mid-level,Retirement,Accelerator,Mental,Bachelor's degree,Basic,Basic,Kinesthetic,None,Collaborative,Both,Urban,None,Positive,High,Interest,Introverted,Skill development,76.19,0,0,negative
learner,Generation Z (18-24),Female,Caucasian,Mid-level,Retirement,Accelerator,Physical,Doctoral degree,Proficient,Advanced,Auditory,Advanced,Independent,Competitive,Urban,Advanced,Neutral,Low,Accessibility,Introverted,Personal interest,100.0,5,4,positive
admin,Generation Z (18-24),Female,Hispanic/Latino,Senior-level,Retirement,Accelerator,Physical,Master's degree,None,Basic,Kinesthetic,None,Competitive,Neither,Urban,Advanced,Neutral,Medium,Resources,Ambivert,Career advancement,71.12,0,0,positive
learner,Baby Boomers (55-75),Female,Asian,Entry-level,Early career,Expert,None,Master's degree,Fluent,Advanced,Visual,Advanced,Collaborative,Cooperative,Urban,None,Negative,High,Resources,Introverted,Career advancement,29.93,0,0,negative
learner,Baby Boomers (55-75),Female,Asian,Mid-level,Late career,Builder,None,Bachelor's degree,None,Basic,Visual,Basic,Independent,Neither,Suburban,None,Negative,Low,Time,Introverted,Skill development,68.19,0,0,negative
learner,Millennials (25-40),Male,Hispanic/Latino,Executive,Late career,starter,Other,Bachelor's degree,Fluent,None,Visual,Advanced,Independent,Cooperative,Urban,Intermediate,Positive,High,Accessibility,Extroverted,Requirement,100.0,3,2,positive
admin,Baby Boomers (55-75),Other,Asian,Mid-level,Retirement,Expert,Other,Bachelor's degree,None,None,Auditory,None,Independent,Both,Urban,Intermediate,Negative,Medium,Resources,Extroverted,Personal interest,88.65,0,0,positive
learner,Millennials (25-40),Other,Caucasian,Mid-level,Late career,Builder,Physical,Master's degree,Proficient,Basic,Kinesthetic,Basic,Collaborative,Both,Urban,Intermediate,Positive,Low,Interest,Extroverted,Career advancement,43.39,0,0,positive
admin,Generation Z (18-24),Female,Caucasian,Mid-level,Early career,starter,None,Some college,Basic,Basic,Kinesthetic,None,Supportive,Neither,Suburban,None,Positive,High,Accessibility,Introverted,Personal interest,91.34,0,0,negative
admin,Generation Z (18-24),Male,Hispanic/Latino,Executive,Mid-career,Expert,Other,Master's degree,Basic,Intermediate,Auditory,Advanced,Competitive,Competitive,Urban,Intermediate,Negative,Medium,Interest,Extroverted,Career advancement,100.0,1,5,negative
learner,Generation Z (18-24),Other,Other,Mid-level,Mid-career,starter,Other,Master's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Both,Rural,Advanced,Positive,Low,Interest,Extroverted,Career advancement,100.0,6,1,negative
learner,Millennials (25-40),Other,Hispanic/Latino,Mid-level,Retirement,starter,None,Master's degree,None,None,Visual,None,Collaborative,Cooperative,Rural,None,Positive,High,Accessibility,Ambivert,Career advancement,27.87,0,0,positive
admin,Generation X (40-55),Other,Other,Executive,Mid-career,Accelerator,Other,Bachelor's degree,None,Advanced,Auditory,Advanced,Collaborative,Neither,Urban,Advanced,Neutral,High,Accessibility,Extroverted,Requirement,18.3,0,0,positive
admin,Generation Z (18-24),Female,Asian,Entry-level,Retirement,Builder,None,Doctoral degree,Fluent,Intermediate,Auditory,Basic,Supportive,Competitive,Urban,Basic,Neutral,High,Time,Introverted,Career advancement,55.27,0,0,positive
learner,Baby Boomers (55-75),Other,African American,Executive,Early career,starter,Physical,Some college,Proficient,Advanced,Auditory,Intermediate,Independent,Cooperative,Urban,Intermediate,Positive,Medium,Resources,Ambivert,Career advancement,50.77,0,0,positive
admin,Millennials (25-40),Female,Asian,Entry-level,Retirement,starter,None,Some college,None,Basic,Kinesthetic,Advanced,Independent,Cooperative,Rural,Intermediate,Positive,Medium,Time,Ambivert,Requirement,77.81,0,0,negative
admin,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Mid-career,Expert,Other,Some college,None,None,Auditory,None,Supportive,Cooperative,Suburban,Basic,Neutral,High,Accessibility,Introverted,Career advancement,80.98,0,0,negative
learner,Generation Z (18-24),Female,Hispanic/Latino,Mid-level,Retirement,Builder,Physical,Master's degree,Fluent,Advanced,Visual,None,Collaborative,Cooperative,Urban,None,Negative,Medium,Accessibility,Ambivert,Personal interest,10.92,0,0,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Late career,Accelerator,Physical,High school or below,Fluent,Advanced,Kinesthetic,None,Collaborative,Both,Suburban,None,Positive,High,Resources,Ambivert,Personal interest,100.0,3,9,negative
learner,Generation Z (18-24),Other,Caucasian,Executive,Early career,starter,Physical,Bachelor's degree,None,None,Reading/Writing,Intermediate,Competitive,Neither,Suburban,Intermediate,Neutral,Low,Resources,Ambivert,Skill development,100.0,3,3,positive
admin,Baby Boomers (55-75),Female,African American,Executive,Retirement,starter,Physical,Doctoral degree,Basic,None,Visual,Advanced,Independent,Neither,Rural,Basic,Negative,Low,Resources,Introverted,Personal interest,100.0,4,3,positive
learner,Generation Z (18-24),Male,Caucasian,Entry-level,Early career,Expert,Physical,High school or below,Basic,Advanced,Reading/Writing,Basic,Independent,Both,Suburban,Basic,Negative,High,Accessibility,Introverted,Requirement,71.17,0,0,positive
admin,Generation X (40-55),Female,Asian,Senior-level,Mid-career,starter,Physical,High school or below,None,Advanced,Visual,Intermediate,Independent,Competitive,Urban,Basic,Positive,Low,Time,Ambivert,Career advancement,100.0,3,1,positive
admin,Baby Boomers (55-75),Male,Other,Executive,Early career,Builder,Mental,Some college,None,Advanced,Auditory,Intermediate,Competitive,Both,Rural,None,Neutral,Medium,Resources,Extroverted,Requirement,4.09,0,0,positive
learner,Generation X (40-55),Female,Asian,Entry-level,Late career,Builder,None,Bachelor's degree,Proficient,None,Reading/Writing,Intermediate,Supportive,Neither,Suburban,Intermediate,Positive,Medium,Accessibility,Ambivert,Career advancement,83.27,0,0,negative
admin,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,Expert,Mental,High school or below,Fluent,Intermediate,Reading/Writing,Advanced,Competitive,Cooperative,Suburban,Advanced,Positive,Low,Accessibility,Extroverted,Requirement,100.0,3,8,positive
learner,Millennials (25-40),Male,African American,Senior-level,Mid-career,Accelerator,Physical,Doctoral degree,Basic,None,Kinesthetic,Advanced,Competitive,Neither,Urban,Basic,Negative,High,Resources,Ambivert,Requirement,68.58,0,0,negative
learner,Millennials (25-40),Other,Other,Senior-level,Retirement,Accelerator,None,Doctoral degree,Basic,Advanced,Auditory,Intermediate,Independent,Cooperative,Urban,Basic,Negative,High,Accessibility,Ambivert,Career advancement,100.0,2,1,negative
learner,Generation Z (18-24),Female,Hispanic/Latino,Entry-level,Early career,Builder,None,Doctoral degree,Proficient,None,Kinesthetic,Basic,Independent,Competitive,Rural,Basic,Negative,High,Interest,Ambivert,Skill development,73.79,0,0,positive
learner,Generation Z (18-24),Male,Other,Mid-level,Late career,Accelerator,Mental,Bachelor's degree,Basic,None,Reading/Writing,Basic,Competitive,Cooperative,Urban,Basic,Neutral,High,Interest,Introverted,Skill development,100.0,7,9,positive
admin,Generation Z (18-24),Other,African American,Executive,Early career,Accelerator,Mental,High school or below,Proficient,Advanced,Kinesthetic,Basic,Supportive,Both,Rural,Basic,Positive,Medium,Accessibility,Introverted,Personal interest,91.94,0,0,negative
admin,Generation X (40-55),Other,Asian,Entry-level,Mid-career,Builder,Physical,Doctoral degree,Fluent,Advanced,Visual,None,Independent,Cooperative,Rural,None,Neutral,Low,Resources,Extroverted,Requirement,25.42,0,0,positive
admin,Baby Boomers (55-75),Male,Other,Senior-level,Late career,starter,Physical,Bachelor's degree,Fluent,Advanced,Kinesthetic,Basic,Independent,Competitive,Suburban,Intermediate,Negative,Low,Resources,Introverted,Career advancement,100.0,5,2,positive
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,Builder,Other,Master's degree,Proficient,Basic,Kinesthetic,Intermediate,Collaborative,Cooperative,Rural,Basic,Neutral,High,Resources,Ambivert,Career advancement,100.0,1,2,positive
learner,Generation Z (18-24),Other,Other,Executive,Late career,Accelerator,Other,Master's degree,None,Advanced,Kinesthetic,Intermediate,Independent,Competitive,Suburban,Intermediate,Negative,Medium,Resources,Introverted,Skill development,14.26,0,0,positive
admin,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Retirement,Builder,Mental,Doctoral degree,Fluent,Advanced,Kinesthetic,Advanced,Supportive,Both,Rural,Intermediate,Negative,High,Interest,Ambivert,Personal interest,30.62,0,0,positive
learner,Generation Z (18-24),Female,Asian,Entry-level,Late career,Expert,None,Master's degree,None,Basic,Visual,Advanced,Competitive,Neither,Rural,Intermediate,Neutral,High,Interest,Ambivert,Career advancement,100.0,1,9,positive
learner,Generation X (40-55),Female,Other,Executive,Mid-career,Accelerator,Physical,Bachelor's degree,Proficient,Intermediate,Auditory,Intermediate,Supportive,Competitive,Urban,Advanced,Negative,High,Resources,Extroverted,Skill development,61.39,0,0,positive
admin,Generation X (40-55),Female,Other,Senior-level,Early career,starter,Physical,Master's degree,Proficient,None,Kinesthetic,Basic,Collaborative,Both,Rural,Intermediate,Positive,Low,Interest,Introverted,Requirement,97.99,0,0,positive
learner,Millennials (25-40),Other,Other,Mid-level,Early career,Accelerator,Other,High school or below,Basic,Intermediate,Reading/Writing,None,Competitive,Cooperative,Urban,Intermediate,Negative,Medium,Time,Extroverted,Career advancement,100.0,6,7,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Early career,Builder,None,Master's degree,Proficient,Intermediate,Visual,None,Collaborative,Neither,Suburban,Intermediate,Neutral,Medium,Time,Ambivert,Personal interest,28.78,0,0,negative
learner,Baby Boomers (55-75),Female,Asian,Entry-level,Retirement,Builder,Mental,Doctoral degree,Fluent,Basic,Auditory,Intermediate,Competitive,Neither,Rural,Advanced,Positive,Low,Interest,Introverted,Requirement,100.0,1,2,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Entry-level,Late career,starter,Physical,Some college,Proficient,Advanced,Auditory,Intermediate,Supportive,Cooperative,Rural,Basic,Negative,High,Resources,Ambivert,Personal interest,14.52,0,0,positive
admin,Generation Z (18-24),Female,African American,Mid-level,Retirement,Accelerator,Physical,Some college,Proficient,Intermediate,Auditory,None,Collaborative,Cooperative,Rural,Intermediate,Negative,Low,Resources,Extroverted,Requirement,35.15,0,0,negative
admin,Generation Z (18-24),Other,Other,Mid-level,Late career,Accelerator,Other,Some college,None,Advanced,Reading/Writing,Advanced,Supportive,Competitive,Urban,Intermediate,Positive,Low,Time,Extroverted,Personal interest,65.24,0,0,negative
admin,Generation X (40-55),Other,Hispanic/Latino,Mid-level,Late career,Accelerator,None,Bachelor's degree,Basic,Advanced,Reading/Writing,Intermediate,Supportive,Neither,Suburban,None,Positive,Low,Resources,Ambivert,Skill development,31.83,0,0,positive
learner,Millennials (25-40),Female,Asian,Executive,Late career,starter,None,High school or below,Proficient,Basic,Visual,Basic,Collaborative,Neither,Suburban,None,Positive,High,Accessibility,Extroverted,Personal interest,25.17,0,0,negative
admin,Millennials (25-40),Other,Asian,Executive,Late career,starter,None,Doctoral degree,Basic,Basic,Kinesthetic,Advanced,Collaborative,Both,Suburban,Advanced,Negative,Low,Interest,Extroverted,Career advancement,25.72,0,0,negative
learner,Generation Z (18-24),Other,Asian,Mid-level,Mid-career,Expert,Physical,High school or below,None,Intermediate,Reading/Writing,Intermediate,Supportive,Competitive,Rural,Basic,Neutral,Low,Accessibility,Ambivert,Requirement,100.0,7,4,positive
learner,Baby Boomers (55-75),Female,Asian,Executive,Mid-career,starter,None,Some college,Fluent,Intermediate,Visual,Intermediate,Independent,Both,Rural,Intermediate,Negative,High,Interest,Introverted,Career advancement,28.11,0,0,positive
learner,Generation Z (18-24),Other,Other,Mid-level,Retirement,Builder,Physical,Some college,None,Basic,Auditory,None,Supportive,Competitive,Suburban,Basic,Negative,High,Accessibility,Introverted,Requirement,40.09,0,0,positive
learner,Generation Z (18-24),Other,Hispanic/Latino,Mid-level,Mid-career,Accelerator,None,Doctoral degree,None,None,Visual,Intermediate,Independent,Cooperative,Suburban,None,Positive,Medium,Accessibility,Extroverted,Skill development,86.12,0,0,negative
learner,Generation Z (18-24),Other,Asian,Mid-level,Retirement,Expert,Mental,Master's degree,Basic,Intermediate,Reading/Writing,Intermediate,Competitive,Both,Urban,Intermediate,Neutral,High,Interest,Introverted,Requirement,81.95,0,0,positive
admin,Baby Boomers (55-75),Male,Hispanic/Latino,Senior-level,Mid-career,Expert,Other,Bachelor's degree,Fluent,Basic,Reading/Writing,Basic,Collaborative,Both,Urban,None,Positive,High,Interest,Introverted,Skill development,35.99,0,0,positive
admin,Generation Z (18-24),Other,Other,Mid-level,Early career,Accelerator,Mental,Doctoral degree,None,Advanced,Kinesthetic,Advanced,Competitive,Neither,Rural,Advanced,Positive,Low,Interest,Introverted,Career advancement,100.0,1,6,positive
learner,Generation X (40-55),Female,African American,Executive,Retirement,starter,Mental,Some college,Proficient,None,Auditory,None,Independent,Competitive,Suburban,Advanced,Positive,Medium,Resources,Ambivert,Personal interest,27.44,0,0,positive
learner,Generation Z (18-24),Other,Other,Mid-level,Late career,Expert,Physical,Some college,Proficient,Intermediate,Reading/Writing,Intermediate,Collaborative,Both,Suburban,None,Negative,Low,Resources,Introverted,Career advancement,100.0,1,2,negative
admin,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Late career,starter,Mental,Master's degree,Fluent,None,Kinesthetic,Intermediate,Competitive,Cooperative,Suburban,None,Positive,Low,Accessibility,Extroverted,Requirement,3.52,0,0,positive
admin,Generation Z (18-24),Other,Other,Mid-level,Retirement,Builder,None,Doctoral degree,None,None,Auditory,None,Collaborative,Neither,Suburban,Advanced,Negative,Low,Resources,Ambivert,Career advancement,100.0,1,1,negative
admin,Generation Z (18-24),Other,African American,Mid-level,Retirement,Expert,Mental,High school or below,Basic,Basic,Reading/Writing,None,Independent,Competitive,Urban,None,Negative,Low,Accessibility,Extroverted,Requirement,82.24,0,0,positive
learner,Generation Z (18-24),Female,African American,Senior-level,Mid-career,Builder,Other,Bachelor's degree,Fluent,Advanced,Visual,None,Competitive,Cooperative,Rural,Advanced,Neutral,High,Interest,Introverted,Skill development,5.99,0,0,positive
admin,Generation Z (18-24),Other,Other,Mid-level,Mid-career,Expert,Physical,High school or below,None,Intermediate,Reading/Writing,None,Supportive,Cooperative,Urban,Advanced,Positive,Medium,Resources,Extroverted,Career advancement,70.66,0,0,negative
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Mid-level,Early career,Builder,Mental,High school or below,Basic,Intermediate,Kinesthetic,Advanced,Competitive,Cooperative,Suburban,Basic,Neutral,Low,Interest,Ambivert,Requirement,2.82,0,0,negative
admin,Baby Boomers (55-75),Other,African American,Senior-level,Early career,Accelerator,Physical,Bachelor's degree,Fluent,Advanced,Visual,None,Independent,Competitive,Urban,Intermediate,Neutral,High,Interest,Introverted,Personal interest,88.32,0,0,positive
admin,Generation X (40-55),Male,Other,Executive,Retirement,Expert,None,Master's degree,Fluent,Advanced,Auditory,None,Supportive,Both,Suburban,Basic,Positive,Low,Interest,Ambivert,Skill development,100.0,4,6,positive
admin,Baby Boomers (55-75),Other,Other,Senior-level,Late career,Builder,Other,Bachelor's degree,None,Intermediate,Kinesthetic,None,Supportive,Competitive,Rural,Basic,Negative,Low,Interest,Introverted,Skill development,28.16,0,0,negative
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Early career,Expert,None,High school or below,Basic,Intermediate,Kinesthetic,None,Competitive,Neither,Suburban,Intermediate,Neutral,Medium,Accessibility,Introverted,Requirement,23.87,0,0,negative
admin,Generation Z (18-24),Other,Caucasian,Senior-level,Late career,Expert,None,Bachelor's degree,Proficient,None,Kinesthetic,Basic,Competitive,Neither,Rural,Intermediate,Neutral,Medium,Resources,Ambivert,Requirement,28.68,0,0,negative
learner,Millennials (25-40),Other,Asian,Senior-level,Early career,Accelerator,Physical,Master's degree,Basic,None,Kinesthetic,None,Collaborative,Both,Suburban,None,Neutral,Medium,Time,Ambivert,Requirement,100.0,4,1,negative
admin,Baby Boomers (55-75),Other,African American,Mid-level,Mid-career,Expert,Other,Bachelor's degree,Basic,None,Auditory,None,Independent,Both,Suburban,None,Positive,Medium,Resources,Introverted,Career advancement,55.92,0,0,positive
learner,Baby Boomers (55-75),Female,Other,Executive,Late career,starter,Other,Doctoral degree,Fluent,Advanced,Reading/Writing,Advanced,Competitive,Competitive,Suburban,None,Neutral,High,Time,Ambivert,Requirement,79.55,0,0,negative
learner,Generation Z (18-24),Female,African American,Mid-level,Retirement,starter,Physical,Bachelor's degree,Basic,Advanced,Auditory,Advanced,Competitive,Both,Suburban,Basic,Positive,High,Accessibility,Ambivert,Career advancement,100.0,3,1,positive
admin,Generation X (40-55),Other,African American,Entry-level,Late career,Accelerator,Physical,Bachelor's degree,Basic,Advanced,Reading/Writing,None,Independent,Neither,Urban,Intermediate,Positive,High,Accessibility,Ambivert,Requirement,36.44,0,0,negative
learner,Baby Boomers (55-75),Other,Hispanic/Latino,Entry-level,Mid-career,Expert,Other,Master's degree,None,None,Visual,None,Competitive,Both,Suburban,None,Negative,High,Resources,Introverted,Requirement,42.51,0,0,negative
admin,Generation X (40-55),Male,Caucasian,Senior-level,Mid-career,Accelerator,Mental,High school or below,Basic,Intermediate,Auditory,None,Independent,Both,Suburban,None,Positive,Low,Time,Extroverted,Career advancement,100.0,3,3,positive
admin,Baby Boomers (55-75),Female,Asian,Senior-level,Mid-career,Expert,Mental,Doctoral degree,Basic,None,Auditory,Advanced,Supportive,Both,Rural,Basic,Neutral,Medium,Resources,Ambivert,Personal interest,51.27,0,0,negative
learner,Generation Z (18-24),Male,Asian,Executive,Late career,starter,None,Some college,Fluent,Advanced,Kinesthetic,Intermediate,Competitive,Both,Rural,Advanced,Neutral,Low,Accessibility,Ambivert,Career advancement,19.98,0,0,negative
learner,Generation X (40-55),Male,African American,Executive,Retirement,Accelerator,Physical,High school or below,Fluent,Basic,Auditory,Advanced,Supportive,Cooperative,Suburban,Advanced,Positive,Medium,Interest,Extroverted,Career advancement,27.67,0,0,positive
learner,Generation Z (18-24),Male,Asian,Entry-level,Late career,Builder,None,Master's degree,Proficient,Advanced,Auditory,Intermediate,Competitive,Cooperative,Suburban,None,Positive,Medium,Resources,Introverted,Personal interest,54.47,0,0,negative
admin,Millennials (25-40),Other,Caucasian,Entry-level,Mid-career,Builder,Mental,Bachelor's degree,Basic,Basic,Auditory,None,Independent,Cooperative,Suburban,Basic,Neutral,High,Time,Introverted,Requirement,88.07,0,0,negative
admin,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Accelerator,Other,Some college,None,None,Kinesthetic,Intermediate,Collaborative,Competitive,Suburban,Advanced,Positive,High,Time,Introverted,Skill development,100.0,6,2,negative
admin,Baby Boomers (55-75),Male,Asian,Senior-level,Retirement,Builder,Mental,Some college,Fluent,None,Auditory,Advanced,Independent,Competitive,Urban,Intermediate,Positive,Low,Accessibility,Introverted,Career advancement,32.4,0,0,positive
admin,Baby Boomers (55-75),Male,Caucasian,Executive,Mid-career,Builder,None,Master's degree,Fluent,None,Visual,Intermediate,Competitive,Cooperative,Suburban,Intermediate,Negative,Medium,Resources,Ambivert,Career advancement,81.39,0,0,negative
admin,Millennials (25-40),Female,Other,Mid-level,Early career,Builder,None,Some college,None,Intermediate,Reading/Writing,None,Collaborative,Neither,Urban,None,Negative,High,Resources,Extroverted,Personal interest,13.92,0,0,negative
admin,Millennials (25-40),Male,Asian,Entry-level,Late career,starter,Other,High school or below,Basic,Advanced,Visual,Advanced,Collaborative,Cooperative,Rural,Basic,Negative,High,Accessibility,Introverted,Requirement,73.03,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Executive,Late career,Accelerator,None,Doctoral degree,Fluent,Basic,Kinesthetic,Advanced,Independent,Neither,Rural,Basic,Positive,High,Accessibility,Introverted,Personal interest,5.09,0,0,negative
learner,Generation Z (18-24),Male,Hispanic/Latino,Mid-level,Retirement,starter,Mental,Master's degree,None,None,Visual,Intermediate,Supportive,Both,Rural,Intermediate,Positive,High,Resources,Extroverted,Requirement,81.77,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Retirement,Accelerator,Physical,Master's degree,Basic,None,Visual,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Negative,Medium,Time,Ambivert,Skill development,24.3,0,0,positive
admin,Baby Boomers (55-75),Other,Other,Executive,Early career,Expert,None,Bachelor's degree,Proficient,None,Reading/Writing,Advanced,Collaborative,Neither,Rural,None,Neutral,High,Time,Ambivert,Career advancement,26.38,0,0,negative
admin,Baby Boomers (55-75),Other,Other,Entry-level,Retirement,starter,Physical,Bachelor's degree,Proficient,None,Reading/Writing,Advanced,Independent,Both,Urban,Basic,Negative,High,Resources,Introverted,Skill development,3.74,0,0,positive
admin,Baby Boomers (55-75),Male,Hispanic/Latino,Senior-level,Retirement,Builder,Physical,Doctoral degree,Basic,Basic,Reading/Writing,Advanced,Competitive,Neither,Rural,None,Negative,Medium,Time,Ambivert,Personal interest,60.72,0,0,positive
admin,Generation X (40-55),Male,African American,Mid-level,Retirement,Expert,None,High school or below,Fluent,Advanced,Visual,None,Competitive,Both,Rural,None,Neutral,High,Time,Ambivert,Personal interest,73.44,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Executive,Early career,Accelerator,Mental,Doctoral degree,Basic,Advanced,Kinesthetic,None,Competitive,Neither,Suburban,Intermediate,Positive,High,Accessibility,Ambivert,Personal interest,54.12,0,0,negative
learner,Baby Boomers (55-75),Other,African American,Senior-level,Mid-career,Accelerator,None,Some college,Proficient,Basic,Auditory,None,Competitive,Both,Suburban,Intermediate,Neutral,Low,Resources,Extroverted,Personal interest,61.91,0,0,positive
admin,Baby Boomers (55-75),Female,Hispanic/Latino,Executive,Retirement,starter,Physical,Some college,None,Basic,Reading/Writing,None,Independent,Both,Suburban,Advanced,Neutral,Low,Accessibility,Ambivert,Career advancement,100.0,7,8,negative
learner,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Retirement,Expert,Other,Master's degree,Fluent,Basic,Kinesthetic,None,Independent,Both,Rural,Advanced,Neutral,Low,Interest,Extroverted,Skill development,100.0,3,10,negative
admin,Millennials (25-40),Male,Asian,Entry-level,Early career,starter,Other,Master's degree,None,Intermediate,Reading/Writing,Intermediate,Independent,Both,Suburban,None,Neutral,High,Resources,Extroverted,Career advancement,100.0,6,9,positive
admin,Baby Boomers (55-75),Female,Other,Entry-level,Late career,starter,Other,High school or below,None,None,Kinesthetic,Intermediate,Supportive,Neither,Rural,Intermediate,Positive,Low,Resources,Introverted,Requirement,100.0,3,2,positive
admin,Generation Z (18-24),Female,African American,Entry-level,Mid-career,Accelerator,None,High school or below,Proficient,Intermediate,Auditory,None,Supportive,Both,Urban,None,Positive,Medium,Interest,Extroverted,Skill development,100.0,7,5,positive
learner,Millennials (25-40),Male,Asian,Mid-level,Retirement,Builder,None,Bachelor's degree,Fluent,Basic,Auditory,Basic,Supportive,Both,Suburban,Intermediate,Negative,High,Accessibility,Extroverted,Skill development,100.0,2,9,positive
admin,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Retirement,Expert,Other,Some college,Proficient,Basic,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Negative,High,Time,Introverted,Career advancement,100.0,3,6,positive
admin,Baby Boomers (55-75),Other,Hispanic/Latino,Executive,Retirement,Expert,Other,Bachelor's degree,Basic,Basic,Auditory,Advanced,Collaborative,Neither,Urban,Advanced,Neutral,Medium,Resources,Extroverted,Career advancement,45.98,0,0,negative
learner,Baby Boomers (55-75),Female,Caucasian,Entry-level,Mid-career,Expert,None,Doctoral degree,Basic,Basic,Kinesthetic,Intermediate,Independent,Cooperative,Rural,None,Negative,Medium,Accessibility,Ambivert,Career advancement,72.13,0,0,positive
admin,Generation Z (18-24),Female,Caucasian,Senior-level,Retirement,starter,Other,Master's degree,Fluent,Advanced,Auditory,Advanced,Supportive,Competitive,Rural,Intermediate,Neutral,High,Resources,Introverted,Requirement,68.3,0,0,positive
admin,Baby Boomers (55-75),Male,Caucasian,Executive,Retirement,Accelerator,Physical,Master's degree,Fluent,None,Auditory,Intermediate,Independent,Neither,Rural,Advanced,Positive,High,Time,Extroverted,Skill development,100.0,2,9,negative
learner,Millennials (25-40),Other,Other,Entry-level,Late career,Builder,Physical,Some college,Proficient,Basic,Visual,Intermediate,Competitive,Cooperative,Rural,Intermediate,Neutral,Medium,Time,Extroverted,Skill development,85.88,0,0,positive
admin,Millennials (25-40),Other,Asian,Executive,Retirement,Expert,None,Master's degree,Basic,Basic,Visual,None,Independent,Neither,Rural,Basic,Neutral,Low,Time,Introverted,Personal interest,100.0,1,6,negative
